"Transaction Date","Payment Ref","Payer Name","Open ID","Product Name","Insurance Company","Policy Number","Coverage Period",Currency,"Charge Amount","Promotion Type",Status
"2022-10-14 00:00:00",40200000000000,"TEST Arjun",a4d5f965-0df7-43f7-9ae1-23afcacf40cf-1649907777,ProductName,"Insurance Company",GC526664586357,"14/10/2022 to 09/10/2023",SGD,0.50,none,PAID
"2022-10-14 00:00:00",40200000000000,"TEST Arjun",a4d5f965-0df7-43f7-9ae1-23afcacf40cf-1649907777,ProductName,"Insurance Company",GC523583735189,"14/10/2022 to 09/10/2023",SGD,0.50,none,PAID
"2022-10-14 00:00:00",40200000000000,"TEST Arjun",a4d5f965-0df7-43f7-9ae1-23afcacf40cf-1649907777,ProductName,"Insurance Company",GC529388251234,"14/10/2022 to 09/10/2023",SGD,0.50,none,PAID
"2022-10-14 00:00:00",40200000000000,"TEST Arjun",a4d5f965-0df7-43f7-9ae1-23afcacf40cf-1649907777,ProductName,"Insurance Company",GC528415136266,"14/10/2022 to 09/10/2023",SGD,0.50,none,PAID
"2022-10-14 00:00:00",40200000000000,"TEST Arjun",a4d5f965-0df7-43f7-9ae1-23afcacf40cf-1649907777,ProductName,"Insurance Company",GC525781283196,"14/10/2022 to 09/10/2023",SGD,0.50,none,PAID
"2022-10-14 00:00:00",40200000000000,"TEST Arjun",a4d5f965-0df7-43f7-9ae1-23afcacf40cf-1649907777,ProductName,"Insurance Company",GC527342768798,"14/10/2022 to 09/10/2023",SGD,0.50,none,PAID
"2022-10-14 00:00:00",40200000000000,"TEST Arjun",a4d5f965-0df7-43f7-9ae1-23afcacf40cf-1649907777,ProductName,"Insurance Company",GC527741229231,"14/10/2022 to 09/10/2023",SGD,0.50,none,PAID
"2022-10-14 00:00:00",40200000000000,"TEST Arjun",a4d5f965-0df7-43f7-9ae1-23afcacf40cf-1649907777,ProductName,"Insurance Company",GC527264642933,"14/10/2022 to 09/10/2023",SGD,0.50,none,PAID
"2022-10-14 00:00:00",40200000000000,"TEST Arjun",a4d5f965-0df7-43f7-9ae1-23afcacf40cf-1649907777,ProductName,"Insurance Company",GC523792898526,"14/10/2022 to 09/10/2023",SGD,0.50,none,PAID
"2022-10-14 00:00:00",40200000000000,"TEST Arjun",a4d5f965-0df7-43f7-9ae1-23afcacf40cf-1649907777,ProductName,"Insurance Company",GC526634839911,"14/10/2022 to 09/10/2023",SGD,0.50,none,PAID
"2022-10-14 00:00:00",40200000000000,"TEST Arjun",a4d5f965-0df7-43f7-9ae1-23afcacf40cf-1649907777,ProductName,"Insurance Company",GC529847777618,"14/10/2022 to 09/10/2023",SGD,0.50,none,PAID
"2022-10-14 00:00:00",40200000000000,"TEST Arjun",a4d5f965-0df7-43f7-9ae1-23afcacf40cf-1649907777,ProductName,"Insurance Company",GC529698661314,"14/10/2022 to 09/10/2023",SGD,0.50,none,PAID
"2022-10-14 00:00:00",40200000000000,"TEST Arjun",a4d5f965-0df7-43f7-9ae1-23afcacf40cf-1649907777,ProductName,"Insurance Company",GC522196253966,"14/10/2022 to 09/10/2023",SGD,0.50,none,PAID
"2022-10-14 00:00:00",40200000000000,"TEST Arjun",a4d5f965-0df7-43f7-9ae1-23afcacf40cf-1649907777,ProductName,"Insurance Company",GC523452513232,"14/10/2022 to 09/10/2023",SGD,0.50,none,PAID
"2022-10-14 00:00:00",40200000000000,"TEST Arjun",a4d5f965-0df7-43f7-9ae1-23afcacf40cf-1649907777,ProductName,"Insurance Company",GC521755225631,"14/10/2022 to 09/10/2023",SGD,0.50,none,PAID
"2022-10-14 00:00:00",40200000000000,"TEST Arjun",a4d5f965-0df7-43f7-9ae1-23afcacf40cf-1649907777,ProductName,"Insurance Company",GC526214198214,"14/10/2022 to 09/10/2023",SGD,0.50,none,PAID
"2022-10-14 00:00:00",40200000000000,"TEST Arjun",a4d5f965-0df7-43f7-9ae1-23afcacf40cf-1649907777,ProductName,"Insurance Company",GC523175881276,"14/10/2022 to 09/10/2023",SGD,0.50,none,PAID
"2022-10-14 00:00:00",40200000000000,"TEST Arjun",a4d5f965-0df7-43f7-9ae1-23afcacf40cf-1649907777,ProductName,"Insurance Company",GC523447478921,"14/10/2022 to 09/10/2023",SGD,0.50,none,PAID
"2022-10-14 00:00:00",40200000000000,"TEST Arjun",a4d5f965-0df7-43f7-9ae1-23afcacf40cf-1649907777,ProductName,"Insurance Company",GC526275795565,"14/10/2022 to 09/10/2023",SGD,0.50,none,PAID
"2022-10-14 00:00:00",40200000000000,"TEST Arjun",a4d5f965-0df7-43f7-9ae1-23afcacf40cf-1649907777,ProductName,"Insurance Company",GC528122634534,"14/10/2022 to 09/10/2023",SGD,0.50,none,PAID
"2022-10-14 00:00:00",40200000000000,"TEST Arjun",a4d5f965-0df7-43f7-9ae1-23afcacf40cf-1649907777,ProductName,"Insurance Company",GC525741481766,"14/10/2022 to 09/10/2023",SGD,0.50,none,PAID
"2022-10-14 00:00:00",40200000000000,"TEST Arjun",a4d5f965-0df7-43f7-9ae1-23afcacf40cf-1649907777,ProductName,"Insurance Company",GC524678573636,"14/10/2022 to 09/10/2023",SGD,0.50,none,PAID
"2022-10-14 00:00:00",40200000000000,"TEST Arjun",a4d5f965-0df7-43f7-9ae1-23afcacf40cf-1649907777,ProductName,"Insurance Company",GC525373856214,"14/10/2022 to 09/10/2023",SGD,0.50,none,PAID
"2022-10-14 00:00:00",40200000000000,"TEST Arjun",a4d5f965-0df7-43f7-9ae1-23afcacf40cf-1649907777,ProductName,"Insurance Company",GC523916852871,"14/10/2022 to 09/10/2023",SGD,0.50,none,PAID
"2022-10-14 00:00:00",40200000000000,"TEST Arjun",a4d5f965-0df7-43f7-9ae1-23afcacf40cf-1649907777,ProductName,"Insurance Company",GC521918138117,"14/10/2022 to 09/10/2023",SGD,0.50,none,PAID
"2022-10-14 00:00:00",40200000000000,"TEST Arjun",a4d5f965-0df7-43f7-9ae1-23afcacf40cf-1649907777,ProductName,"Insurance Company",GC521145496324,"14/10/2022 to 09/10/2023",SGD,0.50,none,PAID
"2022-10-14 00:00:00",40200000000000,"TEST Arjun",a4d5f965-0df7-43f7-9ae1-23afcacf40cf-1649907777,ProductName,"Insurance Company",GC522563622387,"14/10/2022 to 09/10/2023",SGD,0.50,none,PAID
"2022-10-14 00:00:00",40200000000000,"TEST Arjun",a4d5f965-0df7-43f7-9ae1-23afcacf40cf-1649907777,ProductName,"Insurance Company",GC522484863333,"14/10/2022 to 09/10/2023",SGD,0.50,none,PAID
"2022-10-14 00:00:00",40200000000000,"TEST Arjun",a4d5f965-0df7-43f7-9ae1-23afcacf40cf-1649907777,ProductName,"Insurance Company",GC521662131689,"14/10/2022 to 09/10/2023",SGD,0.50,none,PAID
"2022-10-14 00:00:00",40200000000000,"TEST Arjun",a4d5f965-0df7-43f7-9ae1-23afcacf40cf-1649907777,ProductName,"Insurance Company",GC521166442887,"14/10/2022 to 09/10/2023",SGD,0.50,none,PAID
"2022-10-14 00:00:00",40200000000000,"TEST Arjun",a4d5f965-0df7-43f7-9ae1-23afcacf40cf-1649907777,ProductName,"Insurance Company",GC529769649861,"14/10/2022 to 09/10/2023",SGD,0.50,none,PAID
"2022-10-14 00:00:00",40200000000000,"TEST Arjun",a4d5f965-0df7-43f7-9ae1-23afcacf40cf-1649907777,ProductName,"Insurance Company",GC524676771647,"14/10/2022 to 09/10/2023",SGD,0.50,none,PAID
"2022-10-14 00:00:00",40200000000000,"TEST Arjun",a4d5f965-0df7-43f7-9ae1-23afcacf40cf-1649907777,ProductName,"Insurance Company",GC525947593524,"14/10/2022 to 09/10/2023",SGD,0.50,none,PAID
"2022-10-14 00:00:00",40200000000000,"TEST Arjun",a4d5f965-0df7-43f7-9ae1-23afcacf40cf-1649907777,ProductName,"Insurance Company",GC523474786611,"14/10/2022 to 09/10/2023",SGD,0.50,none,PAID
"2022-10-14 00:00:00",40200000000000,"TEST Arjun",a4d5f965-0df7-43f7-9ae1-23afcacf40cf-1649907777,ProductName,"Insurance Company",GC529238673499,"14/10/2022 to 09/10/2023",SGD,0.50,none,PAID
"2022-10-14 00:00:00",40200000000000,"TEST Arjun",a4d5f965-0df7-43f7-9ae1-23afcacf40cf-1649907777,ProductName,"Insurance Company",GC524169317175,"14/10/2022 to 09/10/2023",SGD,0.50,none,PAID
"2022-10-14 00:00:00",40200000000000,"TEST Arjun",a4d5f965-0df7-43f7-9ae1-23afcacf40cf-1649907777,ProductName,"Insurance Company",GC527856986563,"14/10/2022 to 09/10/2023",SGD,0.50,none,PAID
"2022-10-14 00:00:00",40200000000000,"TEST Arjun",a4d5f965-0df7-43f7-9ae1-23afcacf40cf-1649907777,ProductName,"Insurance Company",GC522611575136,"14/10/2022 to 09/10/2023",SGD,0.50,none,PAID
"2022-10-14 00:00:00",40200000000000,"TEST Arjun",a4d5f965-0df7-43f7-9ae1-23afcacf40cf-1649907777,ProductName,"Insurance Company",GC523811124889,"14/10/2022 to 09/10/2023",SGD,0.50,none,PAID
"2022-10-14 00:00:00",40200000000000,"TEST Arjun",a4d5f965-0df7-43f7-9ae1-23afcacf40cf-1649907777,ProductName,"Insurance Company",GC528954278667,"14/10/2022 to 09/10/2023",SGD,0.50,none,PAID
"2022-10-14 00:00:00",40200000000000,"TEST Arjun",a4d5f965-0df7-43f7-9ae1-23afcacf40cf-1649907777,ProductName,"Insurance Company",GC528945212537,"14/10/2022 to 09/10/2023",SGD,0.50,none,PAID
"2022-10-14 00:00:00",40200000000000,"TEST Arjun",a4d5f965-0df7-43f7-9ae1-23afcacf40cf-1649907777,ProductName,"Insurance Company",GC529698428127,"14/10/2022 to 09/10/2023",SGD,0.50,none,PAID
"2022-10-14 00:00:00",40200000000000,"TEST Arjun",a4d5f965-0df7-43f7-9ae1-23afcacf40cf-1649907777,ProductName,"Insurance Company",GC522913892537,"14/10/2022 to 09/10/2023",SGD,0.50,none,PAID
"2022-10-14 00:00:00",40200000000000,"TEST Arjun",a4d5f965-0df7-43f7-9ae1-23afcacf40cf-1649907777,ProductName,"Insurance Company",GC528214812914,"14/10/2022 to 09/10/2023",SGD,0.50,none,PAID
"2022-10-14 00:00:00",40200000000000,"TEST Arjun",a4d5f965-0df7-43f7-9ae1-23afcacf40cf-1649907777,ProductName,"Insurance Company",GC528531596784,"14/10/2022 to 09/10/2023",SGD,0.50,none,PAID
"2022-10-14 00:00:00",40200000000000,"TEST Arjun",a4d5f965-0df7-43f7-9ae1-23afcacf40cf-1649907777,ProductName,"Insurance Company",GC526538264464,"14/10/2022 to 09/10/2023",SGD,0.50,none,PAID
"2022-10-14 00:00:00",40200000000000,"TEST Arjun",a4d5f965-0df7-43f7-9ae1-23afcacf40cf-1649907777,ProductName,"Insurance Company",GC521479211316,"14/10/2022 to 09/10/2023",SGD,0.50,none,PAID
"2022-10-14 00:00:00",40200000000000,"TEST Arjun",a4d5f965-0df7-43f7-9ae1-23afcacf40cf-1649907777,ProductName,"Insurance Company",GC526993336425,"14/10/2022 to 09/10/2023",SGD,0.50,none,PAID
"2022-10-14 00:00:00",40200000000000,"TEST Arjun",a4d5f965-0df7-43f7-9ae1-23afcacf40cf-1649907777,ProductName,"Insurance Company",GC524136744835,"14/10/2022 to 09/10/2023",SGD,0.50,none,PAID
"2022-10-14 00:00:00",40200000000000,"TEST Arjun",a4d5f965-0df7-43f7-9ae1-23afcacf40cf-1649907777,ProductName,"Insurance Company",GC529795833888,"14/10/2022 to 09/10/2023",SGD,0.50,none,PAID
"2022-10-14 00:00:00",40200000000000,"TEST Arjun",a4d5f965-0df7-43f7-9ae1-23afcacf40cf-1649907777,ProductName,"Insurance Company",GC528852126185,"14/10/2022 to 09/10/2023",SGD,0.50,none,PAID
"2022-10-14 00:00:00",40200000000000,"TEST Arjun",a4d5f965-0df7-43f7-9ae1-23afcacf40cf-1649907777,ProductName,"Insurance Company",GC529968594116,"14/10/2022 to 09/10/2023",SGD,0.50,none,PAID
"2022-10-14 00:00:00",40200000000000,"TEST Arjun",a4d5f965-0df7-43f7-9ae1-23afcacf40cf-1649907777,ProductName,"Insurance Company",GC523953487877,"14/10/2022 to 09/10/2023",SGD,0.50,none,PAID
"2022-10-14 00:00:00",40200000000000,"TEST Arjun",a4d5f965-0df7-43f7-9ae1-23afcacf40cf-1649907777,ProductName,"Insurance Company",GC522667117245,"14/10/2022 to 09/10/2023",SGD,0.50,none,PAID
"2022-10-14 00:00:00",40200000000000,"TEST Arjun",a4d5f965-0df7-43f7-9ae1-23afcacf40cf-1649907777,ProductName,"Insurance Company",GC525848157896,"14/10/2022 to 09/10/2023",SGD,0.50,none,PAID
"2022-10-14 00:00:00",40200000000000,"TEST Arjun",a4d5f965-0df7-43f7-9ae1-23afcacf40cf-1649907777,ProductName,"Insurance Company",GC529352419969,"14/10/2022 to 09/10/2023",SGD,0.50,none,PAID
"2022-10-14 00:00:00",40200000000000,"TEST Arjun",a4d5f965-0df7-43f7-9ae1-23afcacf40cf-1649907777,ProductName,"Insurance Company",GC529185754544,"14/10/2022 to 09/10/2023",SGD,0.50,none,PAID
"2022-10-14 00:00:00",40200000000000,"TEST Arjun",a4d5f965-0df7-43f7-9ae1-23afcacf40cf-1649907777,ProductName,"Insurance Company",GC521251469359,"14/10/2022 to 09/10/2023",SGD,0.50,none,PAID
"2022-10-14 00:00:00",40200000000000,"TEST Arjun",a4d5f965-0df7-43f7-9ae1-23afcacf40cf-1649907777,ProductName,"Insurance Company",GC525323795975,"14/10/2022 to 09/10/2023",SGD,0.50,none,PAID
"2022-10-14 00:00:00",40200000000000,"TEST Arjun",a4d5f965-0df7-43f7-9ae1-23afcacf40cf-1649907777,ProductName,"Insurance Company",GC523555255148,"14/10/2022 to 09/10/2023",SGD,0.50,none,PAID
"2022-10-14 00:00:00",40200000000000,"TEST Arjun",a4d5f965-0df7-43f7-9ae1-23afcacf40cf-1649907777,ProductName,"Insurance Company",GC529576535482,"14/10/2022 to 09/10/2023",SGD,0.50,none,PAID
"2022-10-14 00:00:00",40200000000000,"TEST Arjun",a4d5f965-0df7-43f7-9ae1-23afcacf40cf-1649907777,ProductName,"Insurance Company",GC527569357564,"14/10/2022 to 09/10/2023",SGD,0.50,none,PAID
"2022-10-14 00:00:00",40200000000000,"TEST Arjun",a4d5f965-0df7-43f7-9ae1-23afcacf40cf-1649907777,ProductName,"Insurance Company",GC529856834574,"14/10/2022 to 09/10/2023",SGD,0.50,none,PAID
"2022-10-14 00:00:00",40200000000000,"TEST Arjun",a4d5f965-0df7-43f7-9ae1-23afcacf40cf-1649907777,ProductName,"Insurance Company",GC529645727158,"14/10/2022 to 09/10/2023",SGD,0.50,none,PAID
"2022-10-14 00:00:00",40200000000000,"TEST Arjun",a4d5f965-0df7-43f7-9ae1-23afcacf40cf-1649907777,ProductName,"Insurance Company",GC528396194235,"14/10/2022 to 09/10/2023",SGD,0.50,none,PAID
"2022-10-14 00:00:00",40200000000000,"TEST Arjun",a4d5f965-0df7-43f7-9ae1-23afcacf40cf-1649907777,ProductName,"Insurance Company",GC524144176561,"14/10/2022 to 09/10/2023",SGD,0.50,none,PAID
"2022-10-14 00:00:00",40200000000000,"TEST Arjun",a4d5f965-0df7-43f7-9ae1-23afcacf40cf-1649907777,ProductName,"Insurance Company",GC529992375557,"14/10/2022 to 09/10/2023",SGD,0.50,none,PAID
"2022-10-14 00:00:00",40200000000000,"TEST Arjun",a4d5f965-0df7-43f7-9ae1-23afcacf40cf-1649907777,ProductName,"Insurance Company",GC527181879351,"14/10/2022 to 09/10/2023",SGD,0.50,none,PAID
"2022-10-14 00:00:00",40200000000000,"TEST Arjun",a4d5f965-0df7-43f7-9ae1-23afcacf40cf-1649907777,ProductName,"Insurance Company",GC529626273717,"14/10/2022 to 09/10/2023",SGD,0.50,none,PAID
"2022-10-14 00:00:00",40200000000000,"TEST Arjun",a4d5f965-0df7-43f7-9ae1-23afcacf40cf-1649907777,ProductName,"Insurance Company",GC526533819951,"14/10/2022 to 09/10/2023",SGD,0.50,none,PAID
"2022-10-14 00:00:00",40200000000000,"TEST Arjun",a4d5f965-0df7-43f7-9ae1-23afcacf40cf-1649907777,ProductName,"Insurance Company",GC528213259284,"14/10/2022 to 09/10/2023",SGD,0.50,none,PAID
"2022-10-14 00:00:00",40200000000000,"TEST Arjun",a4d5f965-0df7-43f7-9ae1-23afcacf40cf-1649907777,ProductName,"Insurance Company",GC528124574591,"14/10/2022 to 09/10/2023",SGD,0.50,none,PAID
"2022-10-14 00:00:00",40200000000000,"TEST Arjun",a4d5f965-0df7-43f7-9ae1-23afcacf40cf-1649907777,ProductName,"Insurance Company",GC528549519427,"14/10/2022 to 09/10/2023",SGD,0.50,none,PAID
"2022-10-14 00:00:00",40200000000000,"TEST Arjun",a4d5f965-0df7-43f7-9ae1-23afcacf40cf-1649907777,ProductName,"Insurance Company",GC525379421269,"14/10/2022 to 09/10/2023",SGD,0.50,none,PAID
"2022-10-14 00:00:00",40200000000000,"TEST Arjun",a4d5f965-0df7-43f7-9ae1-23afcacf40cf-1649907777,ProductName,"Insurance Company",GC527879911786,"14/10/2022 to 09/10/2023",SGD,0.50,none,PAID
"2022-10-14 00:00:00",40200000000000,"TEST Arjun",a4d5f965-0df7-43f7-9ae1-23afcacf40cf-1649907777,ProductName,"Insurance Company",GC527325385264,"14/10/2022 to 09/10/2023",SGD,0.50,none,PAID
"2022-10-14 00:00:00",40200000000000,"TEST Arjun",a4d5f965-0df7-43f7-9ae1-23afcacf40cf-1649907777,ProductName,"Insurance Company",GC526295528828,"14/10/2022 to 09/10/2023",SGD,0.50,none,PAID
"2022-10-14 00:00:00",40200000000000,"TEST Arjun",a4d5f965-0df7-43f7-9ae1-23afcacf40cf-1649907777,ProductName,"Insurance Company",GC522514374448,"14/10/2022 to 09/10/2023",SGD,0.50,none,PAID
"2022-10-14 00:00:00",40200000000000,"TEST Arjun",a4d5f965-0df7-43f7-9ae1-23afcacf40cf-1649907777,ProductName,"Insurance Company",GC525831676488,"14/10/2022 to 09/10/2023",SGD,0.50,none,PAID
"2022-10-14 00:00:00",40200000000000,"TEST Arjun",a4d5f965-0df7-43f7-9ae1-23afcacf40cf-1649907777,ProductName,"Insurance Company",GC528578514412,"14/10/2022 to 09/10/2023",SGD,0.50,none,PAID
"2022-10-14 00:00:00",40200000000000,"TEST Arjun",a4d5f965-0df7-43f7-9ae1-23afcacf40cf-1649907777,ProductName,"Insurance Company",GC523724788811,"14/10/2022 to 09/10/2023",SGD,0.50,none,PAID
"2022-10-14 00:00:00",40200000000000,"TEST Arjun",a4d5f965-0df7-43f7-9ae1-23afcacf40cf-1649907777,ProductName,"Insurance Company",GC522478188381,"14/10/2022 to 09/10/2023",SGD,0.50,none,PAID
"2022-10-14 00:00:00",40200000000000,"TEST Arjun",a4d5f965-0df7-43f7-9ae1-23afcacf40cf-1649907777,ProductName,"Insurance Company",GC521261811732,"14/10/2022 to 09/10/2023",SGD,0.50,none,PAID
"2022-10-14 00:00:00",40200000000000,"TEST Arjun",a4d5f965-0df7-43f7-9ae1-23afcacf40cf-1649907777,ProductName,"Insurance Company",GC525441232519,"14/10/2022 to 09/10/2023",SGD,0.50,none,PAID
"2022-10-14 00:00:00",40200000000000,"TEST Arjun",a4d5f965-0df7-43f7-9ae1-23afcacf40cf-1649907777,ProductName,"Insurance Company",GC528799273247,"14/10/2022 to 09/10/2023",SGD,0.50,none,PAID
"2022-10-14 00:00:00",40200000000000,"TEST Arjun",a4d5f965-0df7-43f7-9ae1-23afcacf40cf-1649907777,ProductName,"Insurance Company",GC528842634781,"14/10/2022 to 09/10/2023",SGD,0.50,none,PAID
"2022-10-14 00:00:00",40200000000000,"TEST Arjun",a4d5f965-0df7-43f7-9ae1-23afcacf40cf-1649907777,ProductName,"Insurance Company",GC525219331791,"14/10/2022 to 09/10/2023",SGD,0.50,none,PAID
"2022-10-14 00:00:00",40200000000000,"TEST Arjun",a4d5f965-0df7-43f7-9ae1-23afcacf40cf-1649907777,ProductName,"Insurance Company",GC523822935319,"14/10/2022 to 09/10/2023",SGD,0.50,none,PAID
"2022-10-14 00:00:00",40200000000000,"TEST Arjun",a4d5f965-0df7-43f7-9ae1-23afcacf40cf-1649907777,ProductName,"Insurance Company",GC525293193744,"14/10/2022 to 09/10/2023",SGD,0.50,none,PAID
"2022-10-14 00:00:00",40200000000000,"TEST Arjun",a4d5f965-0df7-43f7-9ae1-23afcacf40cf-1649907777,ProductName,"Insurance Company",GC529239612273,"14/10/2022 to 09/10/2023",SGD,0.50,none,PAID
"2022-10-14 00:00:00",40200000000000,"TEST Arjun",a4d5f965-0df7-43f7-9ae1-23afcacf40cf-1649907777,ProductName,"Insurance Company",GC523715532749,"14/10/2022 to 09/10/2023",SGD,0.50,none,PAID
"2022-10-14 00:00:00",40200000000000,"TEST Arjun",a4d5f965-0df7-43f7-9ae1-23afcacf40cf-1649907777,ProductName,"Insurance Company",GC525242965722,"14/10/2022 to 09/10/2023",SGD,0.50,none,PAID
"2022-10-14 00:00:00",40200000000000,"TEST Arjun",a4d5f965-0df7-43f7-9ae1-23afcacf40cf-1649907777,ProductName,"Insurance Company",GC524766864689,"14/10/2022 to 09/10/2023",SGD,0.50,none,PAID
"2022-10-14 00:00:00",40200000000000,"TEST Arjun",a4d5f965-0df7-43f7-9ae1-23afcacf40cf-1649907777,ProductName,"Insurance Company",GC523823419712,"14/10/2022 to 09/10/2023",SGD,0.50,none,PAID
"2022-10-14 00:00:00",40200000000000,"TEST Arjun",a4d5f965-0df7-43f7-9ae1-23afcacf40cf-1649907777,ProductName,"Insurance Company",GC521117765489,"14/10/2022 to 09/10/2023",SGD,0.50,none,PAID
"2022-10-14 00:00:00",40200000000000,"TEST Arjun",a4d5f965-0df7-43f7-9ae1-23afcacf40cf-1649907777,ProductName,"Insurance Company",GC524379642615,"14/10/2022 to 09/10/2023",SGD,0.50,none,PAID
"2022-10-14 00:00:00",40200000000000,"TEST Arjun",a4d5f965-0df7-43f7-9ae1-23afcacf40cf-1649907777,ProductName,"Insurance Company",GC521585582887,"14/10/2022 to 09/10/2023",SGD,0.50,none,PAID
"2022-10-14 00:00:00",40200000000000,"TEST Arjun",a4d5f965-0df7-43f7-9ae1-23afcacf40cf-1649907777,ProductName,"Insurance Company",GC529411772197,"14/10/2022 to 09/10/2023",SGD,0.50,none,PAID
"2022-10-14 00:00:00",40200000000000,"TEST Arjun",a4d5f965-0df7-43f7-9ae1-23afcacf40cf-1649907777,ProductName,"Insurance Company",GC529762968944,"14/10/2022 to 09/10/2023",SGD,0.50,none,PAID
"2022-10-14 00:00:00",40200000000000,"TEST Arjun",a4d5f965-0df7-43f7-9ae1-23afcacf40cf-1649907777,ProductName,"Insurance Company",GC528235754351,"14/10/2022 to 09/10/2023",SGD,0.50,none,PAID
"2022-10-14 00:00:00",40200000000000,"TEST Arjun",a4d5f965-0df7-43f7-9ae1-23afcacf40cf-1649907777,ProductName,"Insurance Company",GC521817542433,"14/10/2022 to 09/10/2023",SGD,0.50,none,PAID
"2022-10-14 00:00:00",40200000000000,"TEST Arjun",a4d5f965-0df7-43f7-9ae1-23afcacf40cf-1649907777,ProductName,"Insurance Company",GC528465254477,"14/10/2022 to 09/10/2023",SGD,0.50,none,PAID
"2022-10-14 00:00:00",40200000000000,"TEST Arjun",a4d5f965-0df7-43f7-9ae1-23afcacf40cf-1649907777,ProductName,"Insurance Company",GC528311859961,"14/10/2022 to 09/10/2023",SGD,0.50,none,PAID
"2022-10-14 00:00:00",40200000000000,"TEST Arjun",a4d5f965-0df7-43f7-9ae1-23afcacf40cf-1649907777,ProductName,"Insurance Company",GC527367434694,"14/10/2022 to 09/10/2023",SGD,0.50,none,PAID
"2022-10-14 00:00:00",40200000000000,"TEST Arjun",a4d5f965-0df7-43f7-9ae1-23afcacf40cf-1649907777,ProductName,"Insurance Company",GC525388951274,"14/10/2022 to 09/10/2023",SGD,0.50,none,PAID
"2022-10-14 00:00:00",40200000000000,"TEST Arjun",a4d5f965-0df7-43f7-9ae1-23afcacf40cf-1649907777,ProductName,"Insurance Company",GC523548632256,"14/10/2022 to 09/10/2023",SGD,0.50,none,PAID
"2022-10-14 00:00:00",40200000000000,"TEST Arjun",a4d5f965-0df7-43f7-9ae1-23afcacf40cf-1649907777,ProductName,"Insurance Company",GC523331546287,"14/10/2022 to 09/10/2023",SGD,0.50,none,PAID
"2022-10-14 00:00:00",40200000000000,"TEST Arjun",a4d5f965-0df7-43f7-9ae1-23afcacf40cf-1649907777,ProductName,"Insurance Company",GC523756882136,"14/10/2022 to 09/10/2023",SGD,0.50,none,PAID
"2022-10-14 00:00:00",40200000000000,"TEST Arjun",a4d5f965-0df7-43f7-9ae1-23afcacf40cf-1649907777,ProductName,"Insurance Company",GC528272837365,"14/10/2022 to 09/10/2023",SGD,0.50,none,PAID
"2022-10-14 00:00:00",40200000000000,"TEST Arjun",a4d5f965-0df7-43f7-9ae1-23afcacf40cf-1649907777,ProductName,"Insurance Company",GC521828643862,"14/10/2022 to 09/10/2023",SGD,0.50,none,PAID
"2022-10-14 00:00:00",40200000000000,"TEST Arjun",a4d5f965-0df7-43f7-9ae1-23afcacf40cf-1649907777,ProductName,"Insurance Company",GC529411288652,"14/10/2022 to 09/10/2023",SGD,0.50,none,PAID
"2022-10-14 00:00:00",40200000000000,"TEST Arjun",a4d5f965-0df7-43f7-9ae1-23afcacf40cf-1649907777,ProductName,"Insurance Company",GC524779245631,"14/10/2022 to 09/10/2023",SGD,0.50,none,PAID
"2022-10-14 00:00:00",40200000000000,"TEST Arjun",a4d5f965-0df7-43f7-9ae1-23afcacf40cf-1649907777,ProductName,"Insurance Company",GC525357451272,"14/10/2022 to 09/10/2023",SGD,0.50,none,PAID
"2022-10-14 00:00:00",40200000000000,"TEST Arjun",a4d5f965-0df7-43f7-9ae1-23afcacf40cf-1649907777,ProductName,"Insurance Company",GC526972675596,"14/10/2022 to 09/10/2023",SGD,0.50,none,PAID
"2022-10-14 00:00:00",40200000000000,"TEST Arjun",a4d5f965-0df7-43f7-9ae1-23afcacf40cf-1649907777,ProductName,"Insurance Company",GC527343561711,"14/10/2022 to 09/10/2023",SGD,0.50,none,PAID
"2022-10-14 00:00:00",40200000000000,"TEST Arjun",a4d5f965-0df7-43f7-9ae1-23afcacf40cf-1649907777,ProductName,"Insurance Company",GC523258257976,"14/10/2022 to 09/10/2023",SGD,0.50,none,PAID
"2022-10-14 00:00:00",40200000000000,"TEST Arjun",a4d5f965-0df7-43f7-9ae1-23afcacf40cf-1649907777,ProductName,"Insurance Company",GC523757169652,"14/10/2022 to 09/10/2023",SGD,0.50,none,PAID
"2022-10-14 00:00:00",40200000000000,"TEST Arjun",a4d5f965-0df7-43f7-9ae1-23afcacf40cf-1649907777,ProductName,"Insurance Company",GC522198584122,"14/10/2022 to 09/10/2023",SGD,0.50,none,PAID
"2022-10-14 00:00:00",40200000000000,"TEST Arjun",a4d5f965-0df7-43f7-9ae1-23afcacf40cf-1649907777,ProductName,"Insurance Company",GC526753944463,"14/10/2022 to 09/10/2023",SGD,0.50,none,PAID
"2022-10-14 00:00:00",40200000000000,"TEST Arjun",a4d5f965-0df7-43f7-9ae1-23afcacf40cf-1649907777,ProductName,"Insurance Company",GC523388859695,"14/10/2022 to 09/10/2023",SGD,0.50,none,PAID
"2022-10-14 00:00:00",40200000000000,"TEST Arjun",a4d5f965-0df7-43f7-9ae1-23afcacf40cf-1649907777,ProductName,"Insurance Company",GC526279434452,"14/10/2022 to 09/10/2023",SGD,0.50,none,PAID
"2022-10-14 00:00:00",40200000000000,"TEST Arjun",a4d5f965-0df7-43f7-9ae1-23afcacf40cf-1649907777,ProductName,"Insurance Company",GC523139413666,"14/10/2022 to 09/10/2023",SGD,0.50,none,PAID
